"geneSymbol","DS_01_58500","DS_02_48905","DS_03_52613","M7_01_817151","M7_02_818438","M7_03_817389"
"CHERP",1176,837,788,1234,1019,856
"CHFR",1523,1312,744,937,1736,2122
"CHGA",1,1,0,2,0,2
"CHGB",7,22,4,5,18,17
"CHI3L1",7,115,16,1689,120,56
"CHI3L2",23,3,12,32,21,23
"CHIA",0,0,0,0,0,0
"CHIAP2",0,0,0,0,2,0
"CHIC1",185,193,45,78,258,215
"CHIC2",420,631,349,594,251,333
"CHID1",702,367,1165,1244,1693,1370
"CHIT1",3,2,6,507,29,7
"CHKA",1058,1202,342,1209,995,1184
"CHKB",2,2,0,3,3,1
"CHKB-AS1",14,2,7,9,78,58
"CHKB-CPT1B",0,0,0,0,0,0
"CHL1",8,2,10,4,0,0
"CHL1-AS1",0,0,0,0,0,0
"CHM",255,197,31,127,242,460
"CHML",1359,529,589,1192,878,689
"CHMP1A",1402,1453,1510,1425,1652,1279
"CHMP1B",1921,2129,2136,2329,1584,879
"CHMP1B2P",0,0,0,421,920,0
"CHMP2A",932,959,1375,949,1481,784
"CHMP2B",830,1288,472,1160,817,654
"CHMP3",17,16,3,20,17,8
"CHMP4A",499,514,503,563,1015,663
"CHMP4B",2480,3705,2317,3371,1873,1516
"CHMP4C",4,1,11,8,20,40
"CHMP5",466,870,407,714,1244,1017
"CHMP6",223,1046,229,164,695,259
"CHMP7",518,302,288,763,661,443
"CHN1",4,9,9,7,7,17
"CHN2",333,37,30,93,22,24
"CHODL",5,0,1,2,0,20
"CHODL-AS1",0,0,0,0,0,0
"CHORDC1",753,511,838,837,621,741
"CHP1",976,1696,798,1078,1489,1513
"CHP2",0,0,0,0,0,0
"CHPF",16,25,39,56,309,16
"CHPF2",2490,3510,1172,1797,1927,1012
"CHPT1",1072,641,984,2430,410,124
"CHRAC1",657,895,814,698,559,497
"CHRD",0,0,1,0,1,1
"CHRDL1",12,3,32,35,0,2
"CHRDL2",0,1,3,0,5,87
"CHRFAM7A",82,135,16,6,20,75
"CHRM1",0,0,0,0,1,0
"CHRM2",1,0,0,0,0,0
"CHRM3",0,0,0,0,0,0
"CHRM3-AS1",0,0,0,0,0,0
"CHRM3-AS2",20,16,1,50,60,11
"CHRM4",26,60,20,57,16,11
"CHRM5",5,1,1,3,8,3
"CHRNA1",0,0,0,0,0,0
"CHRNA10",11,4,6,11,18,26
"CHRNA2",0,2,0,3,6,6
"CHRNA3",2,0,1,1,1,8
"CHRNA4",0,0,1,1,1,0
"CHRNA5",11,2,0,2,27,51
"CHRNA6",0,0,21,1,0,0
"CHRNA7",17,15,5,0,11,61
"CHRNA9",2,1,0,3,0,0
"CHRNB1",206,204,142,109,181,370
"CHRNB2",4,1,2,1,5,8
"CHRNB3",0,0,1,0,0,0
"CHRNB4",0,0,0,0,0,0
"CHRND",0,0,0,1,3,2
"CHRNE",18,110,28,43,113,89
"CHRNG",3,0,4,12,10,2
"CHST1",0,7,3,4,1,0
"CHST10",441,156,188,231,521,329
"CHST11",2194,3893,991,1227,861,736
"CHST12",820,641,154,563,1472,1392
"CHST13",39,27,25,14,207,63
"CHST14",234,217,115,104,444,350
"CHST15",197,85,10,302,171,51
"CHST2",340,384,382,430,475,1559
"CHST3",2,1,5,0,5,1
"CHST4",0,0,1,0,0,0
"CHST5",0,0,5,2,2,8
"CHST6",0,0,1,4,3,189
"CHST7",127,60,22,42,25,28
"CHST8",0,0,0,4,76,0
"CHST9",0,0,0,0,0,0
"CHSY1",3246,1792,516,995,870,2422
"CHSY3",0,0,19,36,67,170
"CHTF18",1045,655,1875,1364,1528,2008
"CHTF8",522,732,482,681,2266,1417
"CHTOP",1302,1180,1041,1583,1581,1192
"CHUK",834,531,689,685,607,944
"CHURC1",481,384,328,806,630,364
"CHURC1-FNTB",0,0,0,0,0,0
"CIAO1",2894,1639,707,1511,1907,2068
"CIAPIN1",693,548,552,867,1368,830
"CIART",8,1,3,3,14,18
"CIB1",2376,1742,2318,2368,1279,1227
"CIB2",46,37,22,136,151,25
"CIB3",6,5,2,4,22,1
"CIB4",0,0,0,0,0,0
"CIC",2593,5429,3858,3077,2677,2624
"CIDEA",1,0,0,0,1,0
"CIDEB",0,0,0,0,0,0
"CIDEC",0,0,0,0,1,2
"CIDECP",217,298,247,262,192,185
"CIITA",2240,728,104,586,555,162
"CILP",4,2,6,3,7,6
"CILP2",15,520,95,103,40,6
"CINP",196,294,220,260,449,206
"CIPC",385,289,370,297,337,352
"CIR1",1034,1093,534,1996,515,520
"CIRBP",8506,11956,5940,7238,6963,7237
"CIRBP-AS1",90,191,251,24,22,54
"CIRH1A",900,460,452,1021,1157,627
"CISD1",41,35,39,57,111,83
"CISD2",344,238,617,830,361,236
"CISD3",41,77,121,73,202,123
"CISH",315,387,334,203,293,180
"CISTR",0,3,0,0,0,0
"CIT",510,263,1624,927,1157,1170
"CITED1",5,4,0,4,8,8
"CITED2",2192,1019,3665,2656,2703,1385
"CITED4",234,408,1436,307,108,308
"CIZ1",2990,3244,2155,2632,3089,3423
"CKAP2",1905,1220,2813,3767,2246,1984
"CKAP2L",377,134,395,593,1251,1423
"CKAP4",69,22,28,482,96,918
"CKAP5",1596,1212,1968,2946,5257,3450
"CKB",103,452,2378,444,319,1426
"CKLF",14,35,4,5,20,33
"CKLF-CMTM1",0,0,0,0,0,0
"CKM",20,30,36,58,124,35
"CKMT1A",0,0,0,0,0,0
"CKMT1B",0,0,0,0,0,0
"CKMT2",4,5,0,2,15,8
"CKMT2-AS1",72,24,16,20,95,88
"CKS1B",262,110,431,532,760,396
"CKS2",497,412,2035,1125,1918,1356
"CLASP1",1612,2018,819,1933,1244,1796
"CLASP2",1261,776,639,1216,1235,1360
"CLASRP",2796,1960,1769,2201,1529,2122
"CLC",23,575,1611,282,3,54
"CLCA1",0,0,0,190,567,0
"CLCA2",0,0,0,0,7,0
"CLCA3P",1,0,1,1,4,1
"CLCA4",1,0,0,0,0,0
"CLCC1",331,295,305,248,643,399
"CLCF1",48,185,258,91,38,23
"CLCN1",42,28,1,3,2,1
"CLCN2",35,88,500,51,166,106
"CLCN3",386,337,767,586,848,343
"CLCN4",127,62,152,215,3321,94
"CLCN5",118,185,139,227,285,267
"CLCN6",703,634,431,810,541,540
"CLCN7",5442,5001,4297,1254,1228,1473
"CLCNKA",2,3,4,3,16,1
"CLCNKB",4,4,4,16,53,0
"CLDN1",1,0,0,1,0,1
"CLDN10",0,1,0,7,0,6
"CLDN10-AS1",0,2,0,0,0,0
"CLDN11",1,0,2,0,0,3
"CLDN12",108,216,117,59,202,264
"CLDN14",2,6,3,1,0,0
"CLDN15",333,205,396,348,543,1008
"CLDN16",0,0,0,0,4,0
"CLDN17",0,0,0,2,0,0
"CLDN18",0,0,1,2,5,13
"CLDN19",1,0,2,0,1,3
"CLDN2",2,0,0,2,0,0
"CLDN20",11,5,7,5,19,25
"CLDN22",0,0,0,0,0,0
"CLDN23",1,0,11,0,3,1
"CLDN24",0,0,0,0,0,2
"CLDN25",0,0,0,0,0,0
"CLDN3",0,0,0,0,15,27
"CLDN34",0,0,0,0,0,0
"CLDN4",1,0,3,0,3,4
"CLDN5",2,59,17,9,102,11
"CLDN6",0,1,2,3,5,0
"CLDN7",14,15,0,5,11,15
"CLDN8",0,0,0,0,0,0
"CLDN9",42,14,23,73,21,45
"CLDND1",2011,2641,790,1627,960,1075
"CLDND2",97,97,85,33,70,48
"CLEC10A",16,1,0,11,29,3
"CLEC11A",862,2130,4000,9963,10095,20218
"CLEC12A",744,210,156,223,335,95
"CLEC12B",146,23,35,20,18,8
"CLEC14A",4,45,11,9,6,12
"CLEC16A",449,557,440,471,825,896
"CLEC17A",25,1,7,82,33,19
"CLEC18A",1,1,0,1,1,2
"CLEC18B",0,0,0,0,4,2
"CLEC18C",0,0,0,0,1,2
"CLEC19A",0,0,0,0,0,0
"CLEC1A",1,0,2,1,5,2
"CLEC1B",12,4,3,49,1277,18
"CLEC2A",1,0,0,0,0,7
"CLEC2B",954,1441,1199,1242,417,2334
"CLEC2D",427,116,56,433,363,645
"CLEC2L",6,2,1,3,4,1
"CLEC3A",0,0,0,0,0,0
"CLEC3B",13,84,24,8,9,8
"CLEC4A",84,17,11,64,34,41
"CLEC4C",0,0,0,3,1,0
"CLEC4D",1,1,38,130,14,8
"CLEC4E",2,7,2,87,32,21
"CLEC4F",0,0,0,0,13,5
"CLEC4G",4,4,23,3,3,9
"CLEC4GP1",0,0,0,3,1,2169
"CLEC4M",0,1,12,3,3,0
"CLEC5A",300,67,50,182,18,20
"CLEC6A",0,0,0,1,2,0
"CLEC7A",253,221,9,318,187,132
"CLEC9A",7,2,1,3,5,14
"CLECL1",492,43,0,123,274,22
"CLGN",32,2,131,170,103,78
"CLHC1",70,61,46,72,179,251
"CLIC1",6775,14111,6744,8335,15655,8131
"CLIC2",20,431,205,741,271,31
"CLIC3",11,102,12,20,17,7
"CLIC4",1025,1310,1803,2845,2189,2295
"CLIC5",5,2,0,6,2,1
"CLIC6",1,0,1,2,3,2
"CLINT1",4324,3380,2164,5101,2355,2303
"CLIP1",982,988,502,1210,823,764
"CLIP1-AS1",2,1,0,1,2,1
"CLIP2",2685,2890,258,1105,2915,3787
"CLIP3",16,14,19,10,31,34
"CLIP4",94,1174,60,45,41,23
"CLK1",8338,9857,13017,7850,3070,9814
"CLK2",1227,984,735,745,1186,1283
"CLK2P1",3,1,1,4,1,2
"CLK3",2177,2539,2660,2913,914,1805
"CLK4",956,1034,583,1300,407,1171
"CLLU1",0,0,0,1,0,0
"CLLU1OS",0,0,0,0,0,0
"CLMN",78,687,86,135,62,105
"CLMP",10,3,5,4,0,2
"CLN3",907,1728,444,557,874,1077
"CLN5",387,501,220,376,372,320
"CLN6",656,341,1148,931,1574,2554
"CLN8",784,830,369,667,312,493
"CLNK",2,5,0,1,1,0
"CLNS1A",1014,1288,885,1247,2087,1029
"CLOCK",402,393,75,206,464,635
"CLP1",827,503,140,340,242,178
"CLPB",192,132,246,184,406,280
"CLPP",539,791,740,436,874,763
"CLPS",0,0,0,0,0,0
"CLPSL1",0,0,0,0,0,0
"CLPSL2",0,0,0,0,0,0
"CLPTM1",1524,923,894,1394,1247,925
"CLPTM1L",1056,799,963,1113,1903,3049
"CLPX",996,873,478,1434,710,814
"CLRN1",0,0,0,0,0,0
"CLRN1-AS1",0,1,0,0,48,24
"CLRN2",0,0,0,1,0,0
"CLRN3",0,0,0,0,0,0
"CLSPN",590,228,1555,642,624,724
"CLSTN1",2139,1130,368,996,853,2610
"CLSTN2",0,0,0,1,146,1348
"CLSTN2-AS1",0,0,0,0,1,0
"CLSTN3",973,2638,754,1343,1011,515
"CLTA",1131,1029,1126,1692,2286,1610
"CLTB",671,828,682,722,900,960
"CLTC",4650,5355,4708,7910,6182,3790
"CLTCL1",17,7,16,219,234,11
"CLU",24,657,1295,773,1772,118
"CLUAP1",154,176,103,118,292,230
"CLUH",1711,623,1278,1651,2035,1374
"CLUHP3",211,35,231,167,100,41
"CLUL1",4,0,4,15,10,0
"CLVS1",3,0,0,0,1,4
"CLVS2",0,0,0,0,7,0
"CLYBL",79,19,27,53,92,35
"CLYBL-AS1",0,0,0,0,0,0
"CLYBL-AS2",0,0,0,0,0,0
"CMA1",2,1,0,0,2,0
"CMAHP",1996,1659,497,396,573,83
"CMAS",790,551,911,1265,2538,1104
"CMBL",91,327,364,531,614,1026
"CMC1",160,108,130,115,220,157
"CMC2",291,235,395,645,336,431
"CMC4",47,65,38,55,83,70
"CMIP",1389,1924,653,1122,4311,2354
"CMKLR1",5,21,66,6,32,15
"CMPK1",3107,1884,1103,3882,3269,3306
"CMPK2",1192,1231,960,587,619,149
"CMSS1",206,233,214,274,582,258
"CMTM1",7,15,2,0,32,52
"CMTM2",5,86,4,13,162,24
"CMTM3",2028,11368,640,302,1234,783
"CMTM4",925,2120,65,110,140,266
"CMTM5",6,20,17,962,5480,1657
"CMTM6",4129,3182,695,3179,5358,3897
"CMTM7",949,1226,170,592,197,267
"CMTM8",1,5,1,18,17,5
"CMTR1",1726,2022,1239,1895,1543,1628
"CMTR2",317,139,339,410,642,809
"CMYA5",7,7,5,13,16,1
"CNBD1",0,0,0,0,0,0
"CNBD2",3,0,0,0,9,1
"CNBP",4873,4645,2998,5440,6384,3513
"CNDP1",11,1,1,3,2,5
"CNDP2",1707,854,352,912,2732,2151
"CNEP1R1",458,287,112,242,154,111
"CNFN",1,5,7,2,5,32
"CNGA1",11,29,1,19,1,0
"CNGA2",0,0,0,0,0,0
"CNGA3",0,0,0,0,0,0
"CNGA4",7,1,4,1,22,14
"CNGB1",0,1,0,0,1,0
"CNGB3",0,1,1,0,0,0
"CNIH1",538,900,799,921,773,794
"CNIH2",30,16,49,112,15,22
"CNIH3",3,1,4,1,1,102
"CNIH4",169,144,292,319,222,182
"CNKSR1",30,8,29,14,60,43
"CNKSR2",20,2,32,34,20,21
"CNKSR3",214,124,218,20,128,11
"CNN1",2,10,1,5,28,0
"CNN2",4258,5697,1838,2854,4219,974
"CNN3",6,5,26,113,73,27
"CNNM1",0,1,16,5,55,19
"CNNM2",393,298,263,218,230,275
"CNNM3",731,426,431,554,997,602
"CNNM4",362,605,279,337,449,311
"CNOT1",3914,3660,2673,2701,4848,4719
"CNOT10",537,642,660,899,1337,1236
"CNOT11",1279,986,403,1291,1501,1230
"CNOT2",1306,1627,974,3223,1189,1516
"CNOT3",877,1197,917,1065,1291,1443
"CNOT4",480,590,199,550,269,440
"CNOT6",1208,1243,898,1014,1118,1424
"CNOT6L",1907,1872,535,1646,1311,1365
"CNOT7",1789,1109,601,2053,2187,1379
"CNOT8",3412,1999,1384,5100,2036,1333
"CNP",1041,885,950,1044,2368,1520
"CNPPD1",1238,1463,2129,2587,2790,1943
"CNPY1",0,0,0,0,0,0
"CNPY2",521,344,464,542,1297,1164
"CNPY3",2906,1416,831,1930,1861,1899
"CNPY4",80,45,170,133,150,72
"CNR1",6,2,0,35,7,4
"CNR2",53,27,14,67,42,20
"CNRIP1",346,54,16,1113,3596,792
"CNST",1371,2433,532,982,2704,2644
"CNTD1",56,41,35,26,6,8
"CNTD2",19,4,7,19,23,62
"CNTF",1,4,3,5,0,7
"CNTFR",2,0,0,1,1,0
"CNTFR-AS1",0,0,0,0,0,0
"CNTLN",292,94,307,383,336,214
"CNTN1",1,30,1,1,0,0
"CNTN2",0,3,1,0,0,27
"CNTN3",0,0,0,0,0,0
"CNTN4",0,0,2,34,303,0
"CNTN4-AS1",0,0,0,0,1,0
"CNTN4-AS2",0,0,0,6,6,0
"CNTN5",0,0,0,2,0,0
"CNTN6",0,0,0,0,0,0
"CNTNAP1",28,99,44,44,38,19
"CNTNAP2",3,0,1,12,10,3
"CNTNAP3",0,2,0,11,3,12
"CNTNAP3B",0,0,0,0,0,27
"CNTNAP3P2",0,2,0,0,0,13
"CNTNAP4",0,0,0,10,2,0
"CNTNAP5",0,0,0,0,0,16
"CNTRL",2263,1948,936,1959,2064,3119
"CNTROB",1431,1917,2937,1714,1794,2383
"COA1",364,303,386,593,1071,580
"COA3",59,47,129,100,456,389
"COA4",201,144,265,191,789,536
"COA5",738,607,140,474,586,457
"COA6",108,95,48,105,173,74
"COA7",106,73,71,171,301,13
"COASY",1202,995,896,1152,1514,1364
"COBL",2,0,0,6,2,13
"COBLL1",108,112,226,121,41,276
"COCH",26,25,98,144,851,58
"COG1",945,885,322,428,565,902
"COG2",366,168,235,320,531,541
"COG3",931,1254,500,1331,849,824
"COG4",445,314,875,621,1700,1711
"COG5",453,335,190,447,726,470
"COG6",333,252,109,280,456,622
"COG7",367,298,259,302,363,393
"COG8",237,180,59,135,309,185
"COIL",950,562,288,789,570,488
"COL10A1",9,2,4,13,10,5
"COL11A1",1,1,1,15,4,57
"COL11A2",53,17,18,52,74,569
"COL12A1",5,28,9,6,0,2
"COL13A1",2,1,0,2,1,10
"COL14A1",87,2,18,21,7,0
"COL15A1",1,0,41,43,6,198
"COL16A1",3,8,23,5,8,67
"COL17A1",0,3,1,168,14,19
"COL18A1",450,486,2412,4727,2640,65
"COL18A1-AS1",0,0,1,0,2,1
"COL18A1-AS2",0,0,2,0,4,0
"COL19A1",24,2,8,127,25,42
"COL1A1",23,42,71,2448,30,127
"COL1A2",19,7,40,1520,3,7
"COL20A1",2,4,2,495,471,0
"COL21A1",0,0,0,1,0,0
"COL22A1",0,0,0,2,1,0
"COL23A1",328,927,0,402,1357,1582
"COL24A1",702,350,110,78,1046,973
"COL25A1",5,0,2,5,121,0
"COL26A1",3,2,0,8,3,293
"COL27A1",14,5,6,56,0,4
"COL28A1",2,2,0,2,7,5
"COL2A1",4,2,4,103,477,326
"COL3A1",12,3,20,17,1,1
"COL4A1",7,5,35,640,15,248
"COL4A2",15,20,21,2011,72,195
"COL4A2-AS1",0,0,0,0,1,0
"COL4A3",9,3,3,10,11,31
"COL4A3BP",959,1272,367,1211,783,995
"COL4A4",15,0,4,24,17,5
"COL4A5",370,776,1256,2,0,1398
"COL4A6",1,18,12,0,0,67
"COL5A1",14,124,103,272,404,16
"COL5A2",12,7,11,54,37,12
"COL5A3",17,13,21,6,3,3
"COL6A1",101,417,142,26,245,11
"COL6A2",147,168,154,131,103,28
"COL6A3",70,38,57,51,634,35
"COL6A4P1",0,0,3,0,1,0
"COL6A4P2",169,38,57,69,91,19
"COL6A5",86,2,66,1627,622,26698
"COL6A6",46,0,133,109,540,16088
"COL7A1",29,842,30,39,44,91
"COL8A1",0,0,2,4,54,21
"COL8A2",5,7,5,29,11,8
"COL9A1",1,0,14,6,3,0
"COL9A2",600,153,367,543,315,256
"COL9A3",26,39,6,19,30,2
"COLCA1",9,0,0,3,0,2
"COLCA2",1,0,0,2,0,1
"COLEC10",0,0,0,0,0,0
"COLEC11",8,0,0,25,37,4
"COLEC12",3,9,8,8,11,51
"COLGALT1",2313,434,1475,1738,1802,2834
"COLGALT2",21,5,35,84,52,3
"COLQ",120,54,542,66,76,180
"COMMD1",189,124,178,218,324,210
"COMMD10",125,82,108,251,240,136
"COMMD2",819,481,291,602,694,383
"COMMD3",351,490,505,328,326,286
"COMMD3-BMI1",0,0,0,0,0,0
"COMMD4",709,451,1039,611,1397,791
"COMMD5",199,191,227,155,329,270
"COMMD6",1511,1678,756,850,1151,1005
"COMMD7",1099,1677,469,1041,2272,1345
"COMMD8",331,150,159,188,210,113
"COMMD9",1169,494,404,713,776,378
"COMP",1,6,2,0,0,0
"COMT",1349,785,508,1041,1065,2775
"COMTD1",53,144,182,55,154,149
"COPA",2351,4470,1925,3723,3918,2445
"COPB1",3025,3157,1671,4379,2552,3244
"COPB2",1102,1703,1040,1388,2299,1551
"COPE",2798,2349,1889,2893,3204,2361
"COPG1",1744,1723,1176,2077,2221,1902
"COPG2",649,446,351,400,1435,1183
"COPG2IT1",114,8,2,11,55,12
"COPRS",167,139,188,154,246,255
"COPS2",2757,2381,1975,3102,1333,1476
"COPS3",2183,1427,3024,3400,2067,1766
"COPS4",591,596,418,886,667,769
"COPS5",610,646,630,870,936,1261
"COPS6",631,575,1428,864,2083,1252
"COPS7A",639,566,496,363,798,524
"COPS7B",956,583,411,643,953,1093
"COPS8",688,629,986,830,797,823
"COPZ1",993,1374,1125,1277,2291,1818
"COPZ2",0,1,18,19,32,72
"COQ10A",206,147,105,135,217,292
"COQ10B",1450,1103,288,864,308,312
"COQ2",257,131,246,253,855,328
"COQ3",97,34,69,77,141,91
"COQ4",560,292,451,423,862,696
"COQ5",222,145,140,215,566,270
"COQ6",323,286,354,252,367,362
"COQ7",346,154,119,167,228,224
"COQ9",347,210,323,212,826,675
"CORIN",1,0,0,3,2,2
"CORO1A",8342,6943,970,3928,5890,1317
"CORO1B",692,1209,291,794,2358,2633
"CORO1C",1158,3010,1463,2737,6223,3218
"CORO2A",129,77,23,261,76,32
"CORO2B",6,7,4,53,10,10
"CORO6",31,248,9,25,53,52
"CORO7",444,382,318,543,412,168
"CORO7-PAM16",0,0,0,0,0,0
"CORT",4,1,3,4,0,8
"COTL1",2892,1953,655,2773,4215,1233
"COX10",195,148,127,237,445,519
"COX10-AS1",109,42,10,27,116,117
"COX11",393,342,211,390,625,461
"COX14",348,220,216,372,489,338
"COX15",431,319,265,368,786,521
"COX16",26,15,12,46,18,32
"COX17",222,205,318,265,400,224
"COX18",271,244,165,295,385,354
"COX19",748,874,198,631,304,348
"COX20",11,10,7,6,32,37
"COX4I1",6652,7257,4223,6573,4877,4093
"COX4I2",1,0,0,0,0,1
"COX5A",1758,1506,966,1603,1822,1641
"COX5B",1590,1784,1352,1673,2552,1093
"COX6A1",1090,704,1290,1158,1593,1156
"COX6A2",1,0,0,0,0,0
"COX6B1",1544,1545,1346,2372,2965,1674
"COX6B2",4,166,27,6,1,1
"COX6C",1814,894,922,1444,1716,1273
"COX7A1",2,2,3,4,4,24
"COX7A2",1195,1062,1251,1204,1339,586
"COX7A2L",1790,2344,1651,1829,1423,1075
"COX7B",1045,908,1543,1515,1500,1289
"COX7B2",0,0,0,0,0,0
"COX7C",3052,2087,2312,2956,3027,2340
"COX8A",1458,1190,1743,1700,2057,1916
"COX8C",0,0,0,0,0,1
"CP",22,11,35,10,4,5
"CPA1",0,0,1,1,0,1
"CPA2",0,2,0,0,4,1
"CPA3",281,203,776,3364,1596,7
"CPA4",0,0,0,0,0,2
"CPA5",4,3,0,1,36,0
"CPA6",17,11,8,0,1,1
"CPAMD8",5,19,1,19,84,7
"CPB1",2,0,9,23,25,0
"CPB2",4,2,1,2,4,4
"CPB2-AS1",2,0,1,3,8,0
"CPD",1031,1832,766,1273,862,521
"CPE",2,0,6,36,0,3
"CPEB1",0,0,3,41,109,0
"CPEB1-AS1",0,0,1,6,23,0
"CPEB2",756,346,684,916,1166,2716
"CPEB2-AS1",1,1,2,0,5,7
"CPEB3",102,62,61,98,103,188
"CPEB4",1411,2914,2104,3726,1282,1258
"CPED1",0,0,2,11,114,8
"CPLX1",1,2,5,0,1,1
"CPLX2",0,0,1,0,1,0
"CPLX3",3,0,0,1,5,4
"CPLX4",0,0,0,0,0,1
"CPM",27,8,6,58,20,10
"CPN1",0,0,0,0,0,0
"CPN2",0,1,3,0,1,0
"CPNE1",1950,2337,1008,1555,3124,4027
"CPNE2",170,1106,173,467,902,951
"CPNE3",482,1020,257,1397,1042,477
"CPNE4",0,0,0,2,24,1
"CPNE5",13,15,6,34,86,20
"CPNE6",0,0,0,0,1,1
"CPNE7",8,151,10,61,30,1
"CPNE8",1,543,97,338,248,14
"CPNE9",13,5,2,12,5,13
"CPO",1,0,0,1,0,2
"CPOX",864,546,2488,1451,1555,163
"CPPED1",467,1217,225,601,1277,194
"CPQ",265,220,243,1293,1031,119
"CPS1",0,1,6,15,11,1
"CPS1-IT1",0,0,0,0,0,0
"CPSF1",4139,1683,2253,3414,7932,6695
"CPSF2",553,378,388,544,1177,789
"CPSF3",799,913,552,759,1482,827
"CPSF3L",1301,1280,1535,1357,1959,1796
"CPSF4",825,519,561,579,790,824
"CPSF4L",0,0,0,4,1,0
"CPSF6",6377,3535,2183,5623,4492,7726
"CPSF7",2840,2178,1892,3095,3659,3067
"CPT1A",4709,8890,1464,3496,3495,2137
"CPT1B",24,10,5,7,20,7
"CPT1C",2,0,0,1,8,7
"CPT2",241,159,113,235,477,236
"CPTP",118,134,160,238,263,182
"CPVL",639,27,230,1179,460,187
"CPXCR1",0,0,0,0,0,0
"CPXM1",6695,6892,4392,3124,2026,1039
"CPXM2",4,0,2,0,6,1
"CPZ",0,0,3,6,15,891
"CR1",43,25,34,264,345,133
"CR1L",37,68,231,132,1,1
"CR2",16,11,5,22,28,21
"CRABP1",0,54,0,9,26,2
"CRABP2",30,18,16,53,3,18
"CRACR2A",190,129,70,257,415,391
"CRACR2B",532,231,310,147,192,900
"CRADD",76,62,87,154,253,97
"CRAMP1L",1886,2734,3826,1587,1018,1494
"CRAT",433,380,431,504,774,743
"CRAT37",1,0,0,0,0,0
"CRAT40",0,0,1,0,0,0
"CRAT8",0,0,0,0,0,0
"CRB1",6,3,4,29,3,2
"CRB2",11,0,12,15,16,2
"CRB3",3,0,0,4,0,1
"CRBN",1229,1427,383,1718,1152,1100
"CRCP",1127,883,426,929,608,861
"CRCT1",0,0,0,0,0,0
"CREB1",1137,842,723,1321,1368,1449
"CREB3",235,430,189,234,440,454
"CREB3L1",1,4,2,10,2,4
"CREB3L2",1645,2728,579,2140,1529,620
"CREB3L3",5,8,12,23,5,3
"CREB3L4",259,274,145,197,772,690
"CREB5",34,224,231,75,42,63
"CREBBP",2568,3347,1743,6086,2205,2243
"CREBL2",137,141,118,157,349,132
"CREBRF",2631,2585,810,2881,678,1504
"CREBZF",3349,2295,2759,2842,2819,3970
"CREG1",3004,7013,2354,2450,2439,1239
"CREG2",0,2,0,3,0,0
"CRELD1",174,161,251,329,984,2292
"CRELD2",217,507,562,336,608,544
"CREM",218,510,101,134,173,184
"CRH",2,0,0,0,0,0
"CRHBP",72,39,22,14,8,4
"CRHR1",0,0,0,0,0,0
"CRHR1-IT1",19,34,6,4,31,34
"CRHR2",1,2,2,3,13,1
"CRIM1",314,947,49,198,143,168
"CRIP1",523,639,474,619,405,106
"CRIP2",74,866,68,112,21,19
"CRIP3",1,0,1,9,8,8
"CRIPAK",239,191,122,93,228,213
"CRIPT",726,628,592,501,321,374
"CRISP1",0,0,0,1,0,1
"CRISP2",0,0,4,27,2,740
"CRISP3",2,2,4,929,80,8846
"CRISPLD1",156,133,73,319,334,200
"CRISPLD2",9,71,44,30,42,45
"CRK",259,363,126,380,466,337
"CRKL",4333,2905,5253,3908,1668,3397
"CRLF1",0,1,0,0,3,4
"CRLF2",206,257,29,7,0,1
"CRLF3",733,810,362,1153,798,414
"CRLS1",433,271,748,561,976,839
"CRMP1",0,0,0,6,1,2
"CRNDE",80,147,876,195,436,586
"CRNKL1",969,895,894,862,631,623
"CRNN",0,0,0,0,0,0
"CROCC",244,207,160,215,354,431
"CROCCP2",1461,1162,759,1073,766,587
"CROCCP3",121,83,39,101,111,87
"CROT",245,47,82,96,323,209
"CRP",0,0,1,1,1,0
"CRSP8P",5,12,4,8,12,24
"CRTAC1",0,0,0,0,0,0
"CRTAM",18,13,14,16,2,11
"CRTAP",2953,2213,1016,1591,1899,2896
"CRTC1",410,404,167,373,579,549
"CRTC2",2638,3234,1386,2491,1039,1291
"CRTC3",1154,1108,244,1102,1032,1004
"CRTC3-AS1",7,5,10,4,10,8
"CRX",0,0,0,0,1,0
"CRY1",247,30,701,836,424,581
"CRY2",1139,872,2106,1493,526,555
"CRYAA",0,0,0,0,0,0
"CRYAB",0,2,14,1,1,1
"CRYBA1",0,1,3,5,1,8
"CRYBA2",0,0,0,0,0,0
"CRYBA4",0,0,0,3,11,2
"CRYBB1",12,10,14,27,126,24
"CRYBB2",1,0,0,0,8,0
"CRYBB2P1",208,230,94,169,401,250
"CRYBB3",0,0,0,0,0,1
"CRYBG3",57,129,14,123,132,331
"CRYGA",0,0,0,0,0,0
"CRYGB",0,0,0,0,0,0
"CRYGC",0,0,0,0,0,0
"CRYGD",324,0,0,4,0,0
"CRYGN",0,0,0,2,1,1
"CRYGS",80,32,45,29,69,90
"CRYL1",266,168,62,90,279,325
"CRYM",5,2,2,70,235,55
"CRYM-AS1",1,1,2,1,21,21
"CRYZ",263,49,26,62,405,126
"CRYZL1",506,468,116,295,518,593
"CS",4970,3114,4131,4755,3833,3812
"CSAD",476,301,347,483,618,1077
"CSAG1",0,0,0,0,0,0
"CSAG3",0,0,0,1,0,0
"CSAG4",0,0,0,0,0,0
"CSDC2",0,25,10,12,0,0
"CSDE1",14205,15393,7360,18264,11345,12964
"CSE1L",1290,766,1011,1519,1562,1100
"CSE1L-AS1",0,0,0,0,1,1
